time,lat,lon,apcp
2022-01-18,37.57373,-121.3251,0.002164643
2022-01-18,37.79888,-121.749,0.002164643
2022-01-18,37.79888,-121.749,0.002164643
2022-01-18,37.85422,-121.394,0.002164643
2022-01-18,37.85422,-121.394,0.002164643
2022-01-18,37.90823,-121.0383,0.002164643
2022-01-18,37.90823,-121.0383,0.002164643
2022-01-19,37.01344,-121.1892,0.00059303455
2022-01-19,37.01344,-121.1892,0.00059303455
2022-01-19,37.18275,-121.9598,0.00059303455
2022-01-19,37.18275,-121.9598,0.00059303455
2022-01-19,37.23877,-121.6087,0.00059303455
2022-01-19,37.23877,-121.6087,0.00059303455
2022-01-19,37.29348,-121.2568,0.00059303455
2022-01-19,37.29348,-121.2568,0.00059303455
2022-01-19,37.51871,-121.6785,0.00059303455
2022-01-19,37.51871,-121.6785,0.00059303455
2022-01-19,37.57373,-121.3251,0.00059303455
2022-01-19,37.57373,-121.3251,0.00059303455
2022-01-19,37.79888,-121.749,0.00059303455
2022-01-19,37.79888,-121.749,0.00059303455
2022-01-19,37.85422,-121.394,0.00059303455
2022-01-19,37.85422,-121.394,0.00059303455
2022-01-19,37.90823,-121.0383,0.00059303455
2022-01-19,37.90823,-121.0383,0.00059303455
2022-01-20,37.01344,-121.1892,0.003361519
2022-01-20,37.01344,-121.1892,0.003361519
2022-01-20,37.18275,-121.9598,0.003361519
2022-01-20,37.18275,-121.9598,0.003361519
2022-01-20,37.23877,-121.6087,0.003361519
2022-01-20,37.23877,-121.6087,0.003361519
2022-01-20,37.29348,-121.2568,0.003361519
2022-01-20,37.29348,-121.2568,0.003361519
2022-01-20,37.51871,-121.6785,0.003361519
2022-01-20,37.51871,-121.6785,0.003361519
2022-01-20,37.57373,-121.3251,0.003361519
2022-01-20,37.57373,-121.3251,0.003361519
2022-01-20,37.79888,-121.749,0.003361519
2022-01-20,37.79888,-121.749,0.003361519
2022-01-20,37.85422,-121.394,0.003361519
2022-01-20,37.85422,-121.394,0.003361519
2022-01-20,37.90823,-121.0383,0.003361519
2022-01-20,37.90823,-121.0383,0.003361519
2022-01-21,37.01344,-121.1892,0.0
2022-01-21,37.01344,-121.1892,0.0
2022-01-21,37.18275,-121.9598,0.0
2022-01-21,37.18275,-121.9598,0.0
2022-01-21,37.23877,-121.6087,0.0
2022-01-21,37.23877,-121.6087,0.0
2022-01-21,37.29348,-121.2568,0.0
2022-01-21,37.29348,-121.2568,0.0
2022-01-21,37.51871,-121.6785,0.0
2022-01-21,37.51871,-121.6785,0.0
2022-01-21,37.57373,-121.3251,0.0
2022-01-21,37.57373,-121.3251,0.0
2022-01-21,37.79888,-121.749,0.0
2022-01-21,37.79888,-121.749,0.0
2022-01-21,37.85422,-121.394,0.0
2022-01-21,37.85422,-121.394,0.0
2022-01-21,37.90823,-121.0383,0.0
2022-01-21,37.90823,-121.0383,0.0
2022-01-22,37.01344,-121.1892,0.0020069482
2022-01-22,37.01344,-121.1892,0.0020069482
2022-01-22,37.18275,-121.9598,0.0020069482
2022-01-22,37.18275,-121.9598,0.0020069482
2022-01-22,37.23877,-121.6087,0.0020069482
2022-01-22,37.23877,-121.6087,0.0020069482
2022-01-22,37.29348,-121.2568,0.0020069482
2022-01-22,37.29348,-121.2568,0.0020069482
2022-01-22,37.51871,-121.6785,0.0020069482
2022-01-22,37.51871,-121.6785,0.0020069482
2022-01-22,37.57373,-121.3251,0.0020069482
2022-01-22,37.57373,-121.3251,0.0020069482
2022-01-22,37.79888,-121.749,0.0020069482
2022-01-22,37.79888,-121.749,0.0020069482
2022-01-22,37.85422,-121.394,0.0020069482
2022-01-22,37.85422,-121.394,0.0020069482
2022-01-22,37.90823,-121.0383,0.0020069482
2022-01-22,37.90823,-121.0383,0.0020069482
2022-01-23,37.01344,-121.1892,0.0017145635
2022-01-23,37.01344,-121.1892,0.0017145635
2022-01-23,37.18275,-121.9598,0.0017145635
2022-01-23,37.18275,-121.9598,0.0017145635
2022-01-23,37.23877,-121.6087,0.0017145635
2022-01-23,37.23877,-121.6087,0.0017145635
2022-01-23,37.29348,-121.2568,0.0017145635
2022-01-23,37.29348,-121.2568,0.0017145635
2022-01-23,37.51871,-121.6785,0.0017145635
2022-01-23,37.51871,-121.6785,0.0017145635
2022-01-23,37.57373,-121.3251,0.0017145635
2022-01-23,37.57373,-121.3251,0.0017145635
2022-01-23,37.79888,-121.749,0.0017145635
2022-01-23,37.79888,-121.749,0.0017145635
2022-01-23,37.85422,-121.394,0.0017145635
2022-01-23,37.85422,-121.394,0.0017145635
2022-01-23,37.90823,-121.0383,0.0017145635
2022-01-23,37.90823,-121.0383,0.0017145635
2022-01-24,37.01344,-121.1892,0.00040911138
2022-01-24,37.01344,-121.1892,0.00040911138
2022-01-24,37.18275,-121.9598,0.00040911138
2022-01-24,37.18275,-121.9598,0.00040911138
2022-01-24,37.23877,-121.6087,0.00040911138
2022-01-24,37.23877,-121.6087,0.00040911138
2022-01-24,37.29348,-121.2568,0.00040911138
2022-01-24,37.29348,-121.2568,0.00040911138
2022-01-24,37.51871,-121.6785,0.00040911138
2022-01-24,37.51871,-121.6785,0.00040911138
2022-01-24,37.57373,-121.3251,0.00040911138
2022-01-24,37.57373,-121.3251,0.00040911138
2022-01-24,37.79888,-121.749,0.00040911138
2022-01-24,37.79888,-121.749,0.00040911138
2022-01-24,37.85422,-121.394,0.00040911138
2022-01-24,37.85422,-121.394,0.00040911138
2022-01-24,37.90823,-121.0383,0.00040911138
2022-01-24,37.90823,-121.0383,0.00040911138
2022-01-25,37.01344,-121.1892,0.0
2022-01-25,37.01344,-121.1892,0.0
2022-01-25,37.18275,-121.9598,0.0
2022-01-25,37.18275,-121.9598,0.0
2022-01-25,37.23877,-121.6087,0.0
2022-01-25,37.23877,-121.6087,0.0
2022-01-25,37.29348,-121.2568,0.0
2022-01-25,37.29348,-121.2568,0.0
2022-01-25,37.51871,-121.6785,0.0
2022-01-25,37.51871,-121.6785,0.0
2022-01-25,37.57373,-121.3251,0.0
2022-01-25,37.57373,-121.3251,0.0
2022-01-25,37.79888,-121.749,0.0
2022-01-25,37.79888,-121.749,0.0
2022-01-25,37.85422,-121.394,0.0
2022-01-25,37.85422,-121.394,0.0
2022-01-25,37.90823,-121.0383,0.0
2022-01-25,37.90823,-121.0383,0.0
2022-01-26,37.01344,-121.1892,0.0
2022-01-26,37.01344,-121.1892,0.0
2022-01-26,37.18275,-121.9598,0.0
2022-01-26,37.18275,-121.9598,0.0
2022-01-26,37.23877,-121.6087,0.0
2022-01-26,37.23877,-121.6087,0.0
2022-01-26,37.29348,-121.2568,0.0
2022-01-26,37.29348,-121.2568,0.0
2022-01-26,37.51871,-121.6785,0.0
2022-01-26,37.51871,-121.6785,0.0
2022-01-26,37.57373,-121.3251,0.0
2022-01-26,37.57373,-121.3251,0.0
2022-01-26,37.79888,-121.749,0.0
2022-01-26,37.79888,-121.749,0.0
2022-01-26,37.85422,-121.394,0.0
2022-01-26,37.85422,-121.394,0.0
2022-01-26,37.90823,-121.0383,0.0
2022-01-26,37.90823,-121.0383,0.0
2022-01-27,37.01344,-121.1892,0.0
2022-01-27,37.01344,-121.1892,0.0
2022-01-27,37.18275,-121.9598,0.0
2022-01-27,37.18275,-121.9598,0.0
2022-01-27,37.23877,-121.6087,0.0
2022-01-27,37.23877,-121.6087,0.0
2022-01-27,37.29348,-121.2568,0.0
2022-01-27,37.29348,-121.2568,0.0
